record_id,nama_usaha,alamat,kecamatan
R011029,CV Karya Sejahtera 850,  Jl.  Mawar   No 55  RT 08 / RW 12 ,Bogor Utara
R008897,DEPOT Utama Elektronik 151,JALAN PAJAJARAN NOMOR 40 RT 12 RW 02,Bogor Tengah
R005674,toko harapan makmur,JL MANGGA NO 144 RT12 RW02,Tanah Sareal
R001068,STUDIO Cahaya Busana,JALAN SENTOSA NOMOR 23 RT 07 RW 11,Bogor Barat
R013402,TOKO Cahaya Kreatif 784,JALAN MELATI NOMOR 153 RT 05 RW 01,Bogor Timur
R004248,TOKO Anugerah Karya,JALAN MENTARI NOMOR 164 RT 10 RW 11,Bogor Barat
R013663,DEPOT Cahaya Persada 990,JALAN RAMBUTAN NOMOR 102 RT 14 RW 09,Bogor Tengah
R003536,TOKO Maju Mandiri,JALAN NUSA INDAH NOMOR 26 RT 06 RW 03,Bogor Selatan
R011617,DEPOT Abadi Makmur 336,JALAN TERATAI NOMOR 47 RT 09 RW 09,Tanah Sareal
R010246,STUDIO Prima Pangan 209,JALAN PUSPA NOMOR 176 RT 04 RW 06,Bogor Timur
R000255,CV Mitra Teknik,JALAN FLAMBOYAN NOMOR 57 RT 01 RW 04,Bogor Utara
R006694,CV Maju Utama,JALAN MAWAR NOMOR 204 RT 04 RW 09,Bogor Barat
R004593,WARUNG Karya Niaga,JALAN MANGGA NOMOR 178 RT 12 RW 03,Bogor Selatan
R002744,KEDAI Sukses Busana,JALAN PAJAJARAN NOMOR 187 RT 10 RW 04,Bogor Timur
R001475,PT Abadi Makmur,JALAN KENANGA NOMOR 212 RT 15 RW 05,Tanah Sareal
R009385,WARUNG Sukses Mandiri 544,JALAN KAMBOJA NOMOR 60 RT 11 RW 05,Bogor Tengah
R008025,UD Makmur Sejahtera 435,JALAN PINUS NOMOR 70 RT 05 RW 10,Bogor Tengah
R005131,STUDIO Kencana Abadi,JALAN MERDEKA NOMOR 11 RT 15 RW 05,Tanah Sareal
R010780,  BENGKEL Mandiri Kreatif 647 ,jl wijaya no 163 rt 15 rw 7,Tanah Sareal
R000740,CV Abadi Rasa,JALAN PAJAJARAN NOMOR 243 RT 03 RW 05,Bogor Utara
R006986,PT Cahaya Mandiri,JALAN TERATAI NOMOR 190 RT 08 RW 02,Bogor Utara
R001353,BENGKEL Abadi Pangan,JALAN DURIAN NOMOR 151 RT 09 RW 07,Bogor Tengah
R007131,STUDIO Prima Persada,JALAN MAWAR NOMOR 131 RT 01 RW 03,Tanah Sareal
R011960,STUDIO Abadi Digital 614,JALAN MANGGA NOMOR 242 RT 01 RW 01,Bogor Selatan
R005508,PT Makmur Elektronik,JALAN MELATI NOMOR 165 RT 08 RW 02,Bogor Timur
R007936,DEPOT Berkah Kreatif 361,JALAN PURNAMA NOMOR 77 RT 07 RW 04,Bogor Barat
R011789,DEPOT Maju Niaga 474,JALAN FLAMBOYAN NOMOR 121 RT 07 RW 06,Bogor Utara
R013485,PT Sukses Mandiri 855,JALAN NUSA INDAH NOMOR 183 RT 06 RW 09,Bogor Selatan
R014451,BENGKEL Abadi Motor 633,JALAN CENDANA NOMOR 140 RT 13 RW 06,Bogor Barat
R000129,DEPOT Karya Motor,JALAN CENDANA NOMOR 185 RT 09 RW 02,Bogor Tengah
R012448,DEPOT Anugerah Kreatif 025,JALAN PAJAJARAN NOMOR 152 RT 01 RW 01,Bogor Selatan
R005869,PT Berkah Abadi,JALAN SILIWANGI NOMOR 157 RT 14 RW 12,Bogor Utara
R014826,  WARUNG Mandiri Persada 937 ,  Jl.  Puspa   No 78  RT 13 / RW 02 ,Bogor Barat
R013852,PT Mandiri Digital 143,JALAN SEJAHTERA NOMOR 178 RT 05 RW 06,Bogor Selatan
R006503,WARUNG Sentosa Busana,JALAN WIJAYA NOMOR 178 RT 08 RW 02,Bogor Utara
R014395,PT Nusantara Utama 594,JALAN CEMPAKA NOMOR 225 RT 15 RW 11,Tanah Sareal
R012753,CV Abadi Usaha 269,JALAN MELATI NOMOR 235 RT 09 RW 04,Tanah Sareal
R001925,TOKO Makmur Sentosa,JALAN NUSA INDAH NOMOR 170 RT 10 RW 02,Bogor Utara
R003903,CV Makmur Niaga,JALAN MERDEKA NOMOR 149 RT 04 RW 06,Bogor Utara
R004712,Toko Sentosa Elektronik,JALAN PAJAJARAN NOMOR 157 RT 04 RW 06,Bogor Tengah
R002911,UD Sentosa Sentosa,JALAN KENANGA NOMOR 17 RT 15 RW 01,Tanah Sareal
R014755,TOKO Utama Karya 879,JALAN RAMBUTAN NOMOR 1 RT 14 RW 12,Bogor Barat
R010037,KEDAI Karya Jaya 037,JALAN SILIWANGI NOMOR 203 RT 14 RW 10,Bogor Tengah
R004913,CV Mitra Persada,JALAN DURIAN NOMOR 229 RT 11 RW 05,Bogor Timur
R005840,DEPOT Sejahtera Sentosa,JALAN PAJAJARAN NOMOR 18 RT 11 RW 04,Bogor Tengah
R012267,STUDIO Berkah Usaha 872,JALAN KEMUNING NOMOR 163 RT 06 RW 11,Bogor Timur
R006326,STUDIO Anugerah Persada,JALAN DURIAN NOMOR 41 RT 01 RW 11,Bogor Utara
R001429,KEDAI Sukses Digital,JALAN DAHLIA NOMOR 241 RT 01 RW 12,Bogor Timur
R013974,CV Makmur Teknik 248,JALAN SILIWANGI NOMOR 132 RT 05 RW 12,Bogor Selatan
R006718,UD Harapan Niaga,JALAN SUKAMAJU NOMOR 86 RT 03 RW 10,Bogor Utara
R014774,KEDAI Abadi Rasa 897,JALAN MANGGA NOMOR 231 RT 07 RW 11,Tanah Sareal
R007320,PT Mitra Bersama,JALAN WIJAYA NOMOR 50 RT 13 RW 07,Tanah Sareal
R014175,STUDIO Sejahtera Sentosa 405,JALAN SUKAMAJU NOMOR 39 RT 14 RW 05,Bogor Selatan
R012215,KEDAI Lestari Digital 830,JALAN HARAPAN NOMOR 147 RT 07 RW 04,Bogor Barat
R013232,STUDIO Anugerah Niaga 650,JALAN ANGGREK NOMOR 163 RT 09 RW 02,Tanah Sareal
R002600,WARUNG Sejahtera Persada,JALAN DAHLIA NOMOR 158 RT 05 RW 06,Bogor Utara
R004347,DEPOT Makmur Digital,JALAN FLAMBOYAN NOMOR 123 RT 03 RW 04,Bogor Selatan
R013092,KEDAI Maju Karya 545,JALAN ANGGREK NOMOR 181 RT 14 RW 10,Bogor Timur
R002685,Pt Mandiri Karya,JL DAHLIA NO 214 RT08 RW12,Bogor Selatan
R008967,TOKO Nusantara Utama 206,JALAN CEMPAKA NOMOR 162 RT 02 RW 03,Bogor Utara
R001111,PT. Prima Mandiri,JALAN CEMPAKA 2 RT 11 RW 3,Bogor Utara
R014026,UD Harapan Usaha 285,JALAN KEMUNING NOMOR 7 RT 15 RW 04,Bogor Selatan
R009285,PT Maju Makmur 461,JALAN PAJAJARAN NOMOR 24 RT 01 RW 05,Bogor Selatan
R004616,BENGKEL Anugerah Kreatif,JALAN FLAMBOYAN NOMOR 212 RT 08 RW 08,Bogor Utara
R003556,UD Prima Usaha,JALAN PAJAJARAN NOMOR 137 RT 03 RW 11,Bogor Barat
R013052,DEPOT Makmur Utama 511,JALAN TERATAI NOMOR 87 RT 07 RW 04,Bogor Timur
R005871,BENGKEL Kencana Persada,JALAN SENTOSA NOMOR 115 RT 12 RW 09,Bogor Timur
R010544,DEPOT Jaya Pangan 448,JALAN SILIWANGI NOMOR 74 RT 05 RW 10,Bogor Selatan
R013020,KEDAI Berkah Bersama 483,JALAN TERATAI NOMOR 241 RT 04 RW 10,Tanah Sareal
R003443,KEDAI Mitra Pangan,JALAN DAHLIA NOMOR 196 RT 05 RW 12,Bogor Barat
R000058,BENGKEL Maju Motor,JALAN MERDEKA NOMOR 202 RT 03 RW 10,Bogor Utara
R010976,KEDAI Anugerah Rasa 809,JALAN PURNAMA NOMOR 51 RT 11 RW 11,Bogor Barat
R011618,KEDAI Lestari Sejahtera 337,JALAN NUSA INDAH NOMOR 58 RT 09 RW 06,Bogor Barat
R008200,CV Jaya Utama 575,JALAN DAHLIA NOMOR 147 RT 09 RW 06,Bogor Timur
R008678,TOKO Berkah Jaya 967,JALAN CENDANA NOMOR 246 RT 15 RW 10,Bogor Timur
R006993,KEDAI Lestari Sentosa,JALAN WIJAYA NOMOR 90 RT 08 RW 11,Bogor Tengah
R005250,DEPOT Harapan Sentosa,JALAN PURNAMA NOMOR 216 RT 10 RW 01,Bogor Barat
R012947,BENGKEL Sukses Niaga 423,JALAN KEBUN RAYA NOMOR 209 RT 04 RW 12,Bogor Utara
R006288,KEDAI Prima Sejahtera,JALAN RAMBUTAN NOMOR 162 RT 09 RW 06,Tanah Sareal
R012768,STUDIO Makmur Abadi 284,JALAN MANGGA NOMOR 44 RT 14 RW 02,Bogor Barat
R010987,KEDAI Mitra Kreatif 816,JALAN SUKAMAJU NOMOR 149 RT 13 RW 04,Bogor Timur
R001375,TOKO Abadi Digital,JALAN KEBUN RAYA NOMOR 156 RT 10 RW 12,Bogor Utara
R001045,UD Anugerah Elektronik,JALAN NUSA INDAH NOMOR 175 RT 12 RW 08,Bogor Tengah
R005059,DEPOT Harapan Sejahtera,JALAN SILIWANGI NOMOR 123 RT 11 RW 05,Bogor Timur
R014707,UD Harapan Mandiri 839,JALAN SENTOSA NOMOR 101 RT 12 RW 11,Bogor Timur
R005652,CV Lestari Makmur,JALAN MENTARI NOMOR 42 RT 15 RW 01,Bogor Tengah
R011436,PT Anugerah Utama 182,JALAN KEBUN RAYA NOMOR 215 RT 15 RW 05,Bogor Utara
R002107,UD Prima Persada,JALAN MELATI NOMOR 17 RT 11 RW 12,Bogor Selatan
R000604,BENGKEL Sentosa Utama,JALAN WIJAYA NOMOR 107 RT 13 RW 11,Bogor Selatan
R001857,DEPOT Nusantara Sentosa,JALAN KENANGA NOMOR 246 RT 07 RW 12,Bogor Selatan
R000834,BENGKEL Karya Rasa,JALAN KEBUN RAYA NOMOR 208 RT 09 RW 10,Bogor Tengah
R000546,TOKO Harapan Elektronik,JALAN MAWAR NOMOR 173 RT 13 RW 11,Tanah Sareal
R001598,CV Kencana Usaha,JALAN MELATI NOMOR 143 RT 07 RW 09,Bogor Utara
R005352,STUDIO Sukses Digital,JALAN ANGGREK NOMOR 230 RT 10 RW 03,Bogor Tengah
R010067,UD Prima Makmur 064,JALAN SENTOSA NOMOR 228 RT 07 RW 05,Bogor Selatan
R012796,KEDAI Sentosa Abadi 308,JALAN TERATAI NOMOR 229 RT 11 RW 04,Bogor Tengah
R003862,KEDAI Mandiri Mandiri,JALAN CENDANA NOMOR 108 RT 11 RW 09,Tanah Sareal
R013947,BENGKEL Anugerah Mandiri 223,JALAN MELATI NOMOR 228 RT 09 RW 05,Bogor Barat
R011949,WARUNG Cahaya Rasa 606,JALAN DAHLIA NOMOR 144 RT 08 RW 05,Bogor Selatan
R001311,BENGKEL Sejahtera Utama,JALAN MERDEKA NOMOR 219 RT 04 RW 02,Bogor Utara
R013847,UD Cahaya Sentosa 138,JALAN RAMBUTAN NOMOR 187 RT 14 RW 07,Bogor Timur
R004759,UD Maju Elektronik,JALAN KAMBOJA NOMOR 198 RT 13 RW 12,Bogor Barat
R007961,KEDAI Sukses Elektronik 382,JALAN TERATAI NOMOR 73 RT 13 RW 03,Bogor Timur
R004721,CV Utama Makmur,JALAN CEMPAKA NOMOR 183 RT 09 RW 11,Bogor Utara
R007027,TOKO Anugerah Sejahtera,JALAN PINUS NOMOR 97 RT 08 RW 03,Bogor Utara
R001236,PT Maju Sejahtera,JALAN PINUS NOMOR 150 RT 14 RW 01,Tanah Sareal
R012200,DEPOT Mandiri Busana 817,JALAN PINUS NOMOR 142 RT 01 RW 08,Bogor Tengah
R001914,KEDAI Gemilang Mandiri,JALAN SILIWANGI NOMOR 187 RT 07 RW 06,Bogor Barat
R006663,CV Makmur Rasa,JALAN KENANGA NOMOR 51 RT 08 RW 12,Bogor Tengah
R000799,WARUNG Sejahtera Usaha,JALAN SILIWANGI NOMOR 8 RT 11 RW 08,Bogor Tengah
R011181,PT Berkah Kreatif 974,JALAN KEBUN RAYA NOMOR 50 RT 03 RW 06,Bogor Utara
R008733,CV Abadi Sentosa 016,JALAN WIJAYA NOMOR 102 RT 14 RW 11,Bogor Tengah
R003850,PT Sentosa Pangan,JALAN CENDANA NOMOR 161 RT 15 RW 05,Tanah Sareal
R002586,TOKO Berkah Jaya,JALAN MAWAR NOMOR 109 RT 12 RW 03,Bogor Tengah
R001907,BENGKEL Cahaya Sejahtera,JALAN SEJAHTERA NOMOR 171 RT 11 RW 12,Bogor Utara
R009453,CV Sejahtera Bersama 594,JALAN KAMBOJA NOMOR 41 RT 13 RW 02,Bogor Timur
R005794,CV Sentosa Mandiri,JALAN MENTARI NOMOR 106 RT 03 RW 07,Bogor Timur
R009560,PT Lestari Busana 677,JALAN MELATI NOMOR 85 RT 12 RW 10,Tanah Sareal
R010782,KEDAI Nusantara Utama 649,JALAN SUKAMAJU NOMOR 146 RT 03 RW 05,Bogor Tengah
R010656,KEDAI Sejahtera Mandiri 547,JALAN PURNAMA NOMOR 52 RT 12 RW 04,Bogor Timur
R012236,STUDIO Anugerah Makmur 848,JALAN DURIAN NOMOR 238 RT 07 RW 11,Bogor Timur
R007948,CV Mandiri Karya 371,JALAN CEMPAKA NOMOR 90 RT 08 RW 01,Tanah Sareal
R005849,PT Nusantara Busana,JALAN KEBUN RAYA NOMOR 29 RT 11 RW 08,Tanah Sareal
R008295,PT Maju Sejahtera 654,JALAN NUSA INDAH NOMOR 186 RT 08 RW 01,Bogor Timur
R007124,BENGKEL Berkah Usaha,JALAN HARAPAN NOMOR 159 RT 12 RW 02,Bogor Barat
R011880,CV  Makmur Elektronik 546,JALAN WIJAYA 74 RT 9 RW 3,Bogor Timur
R001339,WARUNG Gemilang Usaha,Jl. Mentari No. 195 RT 11/RW 2,Bogor Timur
R001818,TOKO Jaya Rasa,JALAN PURNAMA NOMOR 88 RT 12 RW 05,Bogor Barat
R002707,DEPOT Gemilang Usaha,JALAN DAHLIA NOMOR 111 RT 06 RW 03,Tanah Sareal
R004833,DEPOT Sejahtera Busana,JALAN PUSPA NOMOR 69 RT 06 RW 06,Bogor Selatan
R012508,UD Kencana Mandiri 076,"Jalan Puspa Nomor 244, RT 03 RW 09",Bogor Selatan
R003759,DEPOT Anugerah Elektronik,JALAN FLAMBOYAN NOMOR 23 RT 05 RW 09,Bogor Utara
R013716,DEPOT Gemilang Karya 033,JALAN MANGGA NOMOR 1 RT 09 RW 09,Tanah Sareal
R011798,  DEPOT Jaya Niaga 479 ,JALAN MERDEKA NOMOR 166 RT 06 RW 03,Bogor Barat
R001886,WARUNG Sukses Utama,JALAN PUSPA NOMOR 240 RT 07 RW 03,Bogor Utara
R006594,TOKO Cahaya Usaha,JALAN CENDANA NOMOR 241 RT 12 RW 06,Bogor Timur
R006234,KEDAI Lestari Sejahtera,JALAN FLAMBOYAN NOMOR 78 RT 04 RW 01,Bogor Timur
R002620,STUDIO Lestari Jaya,JALAN MELATI NOMOR 73 RT 11 RW 01,Bogor Barat
R006877,WARUNG Gemilang Utama,JALAN RAMBUTAN NOMOR 31 RT 09 RW 10,Bogor Timur
R014155,TOKO Berkah Mandiri 388,JALAN CEMPAKA NOMOR 126 RT 13 RW 02,Bogor Tengah
R010784,CV Maju Digital 651,JALAN FLAMBOYAN NOMOR 150 RT 03 RW 06,Bogor Barat
R010722,KEDAI Makmur Mandiri 606,JALAN MERDEKA NOMOR 229 RT 02 RW 07,Bogor Tengah
R001190,UD Lestari Bersama,JALAN HARAPAN NOMOR 102 RT 07 RW 03,Bogor Timur
R013830,KEDAI Maju Busana 121,JALAN MELATI NOMOR 100 RT 01 RW 10,Tanah Sareal
R011376,BENGKEL Nusantara Karya 140,JALAN CENDANA NOMOR 52 RT 10 RW 01,Bogor Selatan
R013312,CV Karya Busana 704,JALAN KEBUN RAYA NOMOR 33 RT 13 RW 09,Bogor Barat
R007056,KEDAI Gemilang Busana,JALAN DAHLIA NOMOR 42 RT 15 RW 04,Bogor Utara
R004828,PT Kencana Jaya,JALAN MENTARI NOMOR 113 RT 12 RW 09,Bogor Selatan
R001170,WARUNG Karya Karya,JALAN MENTARI NOMOR 232 RT 03 RW 07,Bogor Barat
R011783,TOKO Sejahtera Karya 469,JALAN DAHLIA NOMOR 73 RT 05 RW 06,Tanah Sareal
R009260,STUDIO Sejahtera Makmur 439,JALAN SEJAHTERA NOMOR 185 RT 04 RW 05,Bogor Barat
R013023,BENGKEL Mandiri Busana 486,JALAN CENDANA NOMOR 91 RT 13 RW 09,Bogor Tengah
R010296,DEPOT Prima Digital 254,JALAN WIJAYA NOMOR 104 RT 14 RW 12,Tanah Sareal
R000590,DEPOT Berkah Niaga,JALAN KENCANA NOMOR 63 RT 01 RW 05,Tanah Sareal
R000744,BENGKEL Mitra Utama,JALAN PINUS NOMOR 68 RT 02 RW 10,Bogor Timur
R002852,WARUNG Harapan Utama,JALAN PUSPA NOMOR 184 RT 05 RW 10,Bogor Timur
R007182,KEDAI Sukses Sentosa,JALAN NUSA INDAH NOMOR 143 RT 15 RW 09,Bogor Selatan
R008234,WARUNG Nusantara Teknik 603,JALAN WIJAYA NOMOR 142 RT 04 RW 06,Bogor Barat
R006035,PT Sejahtera Bersama,JALAN KEBUN RAYA NOMOR 239 RT 10 RW 08,Bogor Selatan
R010707,DEPOT Nusantara Pangan 593,Jl. Mentari No. 90 RT 3/RW 3,Bogor Tengah
R006765,TOKO Nusantara Rasa,JALAN PURNAMA NOMOR 137 RT 14 RW 06,Bogor Timur
R000345,KEDAI Prima Busana,JALAN ANGGREK NOMOR 61 RT 09 RW 02,Bogor Barat
R006258,TOKO Karya Persada,JALAN MANGGA NOMOR 17 RT 12 RW 02,Bogor Selatan
R006729,UD Mitra Motor,JALAN TERATAI NOMOR 216 RT 05 RW 03,Bogor Barat
R006320,TOKO Jaya Niaga,JALAN KENANGA NOMOR 48 RT 06 RW 02,Bogor Barat
R002512,PT Mitra Niaga,JALAN KAMBOJA NOMOR 130 RT 07 RW 02,Tanah Sareal
R008907,depot sentosa sentosa 159,  Jl.  Kemuning   No 196  RT 14 / RW 09 ,Bogor Tengah
R010408,KEDAI Anugerah Makmur 340,JALAN MENTARI NOMOR 79 RT 05 RW 07,Bogor Barat
R008322,cv nusantara makmur 677,Jl. Harapan No. 111 RT 15/RW 5,Bogor Selatan
R001848,WARUNG Gemilang Mandiri,JALAN KEBUN RAYA NOMOR 137 RT 03 RW 03,Bogor Utara
R013521,toko jaya pangan 876,JALAN WIJAYA NOMOR 130 RT 12 RW 05,Bogor Tengah
R013272,KEDAI Anugerah Karya 681,JALAN MANGGA NOMOR 216 RT 09 RW 07,Bogor Barat
R008059,UD Lestari Mandiri 462,JALAN KAMBOJA NOMOR 45 RT 14 RW 12,Bogor Barat
R013871,KEDAI Mandiri Elektronik 160,JALAN KAMBOJA NOMOR 82 RT 07 RW 06,Bogor Timur
R011685,WARUNG Harapan Busana 385,JALAN MERDEKA NOMOR 175 RT 02 RW 12,Bogor Barat
R000805,PT Mitra Bersama,JALAN CENDANA NOMOR 119 RT 07 RW 06,Bogor Barat
R002899,PT Sentosa Bersama,JALAN MAWAR NOMOR 12 RT 06 RW 09,Bogor Timur
R005827,TOKO Utama Usaha,JALAN KEMUNING NOMOR 81 RT 04 RW 01,Bogor Barat
R008732,WARUNG Kencana Abadi 015,JALAN SENTOSA NOMOR 119 RT 08 RW 11,Bogor Utara
R005287,BENGKEL Nusantara Rasa,JALAN SENTOSA NOMOR 49 RT 09 RW 09,Bogor Utara
R000358,DEPOT Anugerah Karya,JALAN ANGGREK NOMOR 147 RT 14 RW 02,Tanah Sareal
R003494,DEPOT Gemilang Mandiri,JALAN WIJAYA NOMOR 62 RT 11 RW 09,Bogor Utara
R008836,TOKO Lestari Niaga 103,JALAN MANGGA NOMOR 54 RT 13 RW 11,Bogor Timur
R004722,PT Lestari Teknik,JALAN MELATI NOMOR 139 RT 10 RW 08,Bogor Selatan
R008635,TOKO Anugerah Usaha 937,JALAN ANGGREK NOMOR 142 RT 06 RW 02,Bogor Selatan
R014743,STUDIO Sejahtera Sejahtera 869,JALAN SILIWANGI NOMOR 25 RT 05 RW 11,Bogor Timur
R008720,PT Maju Teknik 004,JALAN MAWAR NOMOR 81 RT 09 RW 01,Bogor Timur
R002003,DEPOT Makmur Sejahtera,JALAN MELATI NOMOR 204 RT 15 RW 03,Bogor Utara
R007910,TOKO Kencana Elektronik 339,JALAN KEBUN RAYA NOMOR 201 RT 07 RW 10,Bogor Selatan
R011669,WARUNG Sukses Kreatif 374,JALAN KENANGA NOMOR 36 RT 11 RW 05,Bogor Tengah
R002965,TOKO Sukses Jaya,JALAN KAMBOJA NOMOR 49 RT 02 RW 10,Bogor Tengah
R009687,DEPOT Maju Makmur 773,JALAN TERATAI NOMOR 175 RT 08 RW 03,Bogor Utara
R004609,KEDAI Abadi Sejahtera,JALAN MELATI NOMOR 97 RT 03 RW 02,Tanah Sareal
R007957,BENGKEL  Nusantara Jaya 378,JALAN CEMPAKA NOMOR 46 RT 02 RW 03,Bogor Selatan
R005281,STUDIO Cahaya Persada,JALAN RAMBUTAN NOMOR 160 RT 15 RW 06,Bogor Selatan
R002758,KEDAI Cahaya Elektronik,JALAN KEBUN RAYA NOMOR 218 RT 05 RW 07,Bogor Utara
R009906,KEDAI Sentosa Sejahtera 928,JALAN PURNAMA NOMOR 178 RT 05 RW 02,Bogor Barat
R007282,WARUNG Mandiri Busana,JALAN KENANGA NOMOR 79 RT 14 RW 11,Bogor Timur
R003047,BENGKEL Kencana Sejahtera,JALAN CENDANA NOMOR 127 RT 01 RW 04,Bogor Tengah
R001803,WARUNG Utama Pangan,JALAN DURIAN NOMOR 238 RT 06 RW 05,Bogor Timur
R000717,KEDAI Makmur Makmur,JALAN DAHLIA NOMOR 250 RT 02 RW 12,Bogor Utara
R008952,PT Harapan Sejahtera 193,JALAN KAMBOJA NOMOR 216 RT 05 RW 12,Bogor Barat
R012430,DEPOT Kencana Kreatif 009,JALAN CEMPAKA NOMOR 89 RT 08 RW 12,Tanah Sareal
R002983,UD Lestari Motor,JALAN CENDANA NOMOR 175 RT 02 RW 06,Bogor Tengah
R000052,WARUNG Karya Sentosa,JALAN MERDEKA NOMOR 67 RT 09 RW 08,Bogor Utara
R001216,UD Maju Busana,JALAN KENCANA NOMOR 103 RT 01 RW 10,Bogor Timur
R005269,STUDIO Mandiri Busana,JALAN KENANGA NOMOR 202 RT 09 RW 05,Tanah Sareal
R001950,  KEDAI Berkah Usaha ,JALAN SILIWANGI NOMOR 176 RT 12 RW 01,Bogor Selatan
R006075,STUDIO Anugerah Teknik,JALAN SUKAMAJU NOMOR 181 RT 13 RW 11,Bogor Utara
R012654,UD Gemilang Pangan 189,  Jl.  Dahlia   No 68  RT 10 / RW 07 ,Bogor Tengah
R004569,BENGKEL Harapan Rasa,JALAN NUSA INDAH NOMOR 120 RT 13 RW 04,Tanah Sareal
R010532,BENGKEL Abadi Makmur 439,JALAN DURIAN NOMOR 99 RT 10 RW 08,Tanah Sareal
R009078,DEPOT Jaya Kreatif 288,JALAN ANGGREK NOMOR 58 RT 01 RW 07,Bogor Selatan
R011204,STUDIO Mandiri Bersama 992,JALAN MENTARI NOMOR 132 RT 03 RW 10,Tanah Sareal
R012371,UD Gemilang Abadi 964,JALAN KEBUN RAYA NOMOR 46 RT 11 RW 03,Bogor Barat
R014080,STUDIO Harapan Busana 323,JALAN KEBUN RAYA NOMOR 83 RT 04 RW 01,Bogor Timur
R011398,DEPOT Cahaya Elektronik 156,JALAN KEMUNING NOMOR 134 RT 06 RW 06,Bogor Utara
R000449,KEDAI Utama Sentosa,JALAN NUSA INDAH NOMOR 234 RT 12 RW 07,Bogor Barat
R006727,TOKO Prima Sentosa,JALAN MELATI NOMOR 195 RT 14 RW 10,Bogor Utara
R008925,TOKO Makmur Bersama 169,JALAN SENTOSA NOMOR 79 RT 14 RW 12,Bogor Tengah
R001554,WARUNG Kencana Motor,JALAN DAHLIA NOMOR 4 RT 09 RW 06,Bogor Barat
R012803,  STUDIO Berkah Kreatif 314 ,JALAN PINUS NOMOR 142 RT 05 RW 05,Bogor Selatan
R007219,STUDIO Mandiri Digital,JALAN PINUS NOMOR 197 RT 09 RW 05,Bogor Utara
R005692,Studio Makmur Rasa,JLN. Dahlia No 145 RT.05/RW.05,Tanah Sareal
R004770,DEPOT Makmur Sentosa,JALAN KENANGA NOMOR 30 RT 11 RW 06,Bogor Barat
R006954,KEDAI Jaya Elektronik,JALAN FLAMBOYAN NOMOR 157 RT 11 RW 08,Bogor Barat
R001019,UD Gemilang Teknik,JALAN MELATI NOMOR 32 RT 09 RW 12,Bogor Utara
R011729,KEDAI Sentosa Sentosa 421,JALAN MENTARI NOMOR 145 RT 08 RW 09,Bogor Barat
R002141,BENGKEL Sejahtera Bersama,JALAN PUSPA NOMOR 140 RT 01 RW 10,Bogor Timur
R009099,BENGKEL Makmur Digital 306,JALAN WIJAYA NOMOR 95 RT 04 RW 10,Tanah Sareal
R003578,KEDAI Abadi Persada,JALAN WIJAYA NOMOR 61 RT 07 RW 05,Bogor Selatan
R006501,CV Jaya Sentosa,JALAN SUKAMAJU NOMOR 211 RT 11 RW 04,Bogor Tengah
R004041,TOKO Gemilang Motor,JALAN MAWAR NOMOR 22 RT 06 RW 08,Bogor Timur
R004592,CV Utama Makmur,JALAN ANGGREK NOMOR 153 RT 11 RW 10,Tanah Sareal
R012598,Warung Maju Usaha 149,JLN. Cendana No 222 RT.14/RW.09,Tanah Sareal
R010008,PT Mitra Jaya 011,JALAN PAJAJARAN NOMOR 151 RT 13 RW 04,Bogor Utara
R000986,DEPOT Jaya Sejahtera,  Jl.  Pajajaran   No 244  RT 03 / RW 11 ,Bogor Tengah
R011001,CV Maju Usaha 828,JALAN PINUS NOMOR 136 RT 11 RW 03,Bogor Selatan
R013460,TOKO Lestari Digital 834,JALAN SENTOSA NOMOR 136 RT 11 RW 09,Bogor Utara
R011769,WARUNG Kencana Busana 456,JALAN HARAPAN NOMOR 155 RT 03 RW 05,Bogor Selatan
R012542,BENGKEL Cahaya Persada 105,JALAN MERDEKA NOMOR 66 RT 05 RW 01,Bogor Timur
R001074,KEDAI Utama Bersama,JALAN KAMBOJA NOMOR 158 RT 14 RW 10,Bogor Selatan
R002896,DEPOT Harapan Digital,JALAN KEBUN RAYA NOMOR 24 RT 13 RW 03,Bogor Selatan
R012604,KEDAI Sejahtera Utama 151,JALAN KEMUNING NOMOR 28 RT 03 RW 07,Tanah Sareal
R010951,TOKO Kencana Kreatif 788,JALAN DURIAN NOMOR 177 RT 05 RW 10,Bogor Barat
R000540,PT Maju Bersama,JALAN MAWAR NOMOR 240 RT 10 RW 06,Tanah Sareal
R007260,PT Lestari Jaya,JALAN MELATI NOMOR 165 RT 13 RW 05,Bogor Timur
R013011,BENGKEL Gemilang Bersama 477,JALAN WIJAYA NOMOR 46 RT 08 RW 12,Bogor Barat
R007994,WARUNG Cahaya Usaha 407,"Jalan Anggrek Nomor 71, RT 07 RW 11",Bogor Tengah
R010818,CV Utama Jaya 683,JALAN DURIAN NOMOR 131 RT 12 RW 12,Bogor Tengah
R011942,CV Nusantara Elektronik 599,JALAN SEJAHTERA NOMOR 200 RT 02 RW 01,Bogor Utara
R009058,STUDIO Lestari Abadi 271,JALAN HARAPAN NOMOR 208 RT 11 RW 11,Bogor Barat
R014886,PT Maju Bersama 987,JALAN PAJAJARAN NOMOR 124 RT 02 RW 05,Bogor Timur
R009772,DEPOT Mitra Usaha 828,  Jl.  Mentari   No 35  RT 12 / RW 11 ,Tanah Sareal
R007929,BENGKEL Nusantara Sentosa 356,JALAN KENCANA NOMOR 116 RT 15 RW 09,Bogor Tengah
